cefudec,cefudex,cefufer,cefuget,cefuker,cefumed,cefured,cefurex,cefusea,cefutex,cefuvex,cefuzel,cefuzen
beisartan,besartan,gensartan,leesartan,melsartan,neosartan,newsartan,telsartan,versartan,welsartan
bezogen,cefogen,fenogen,ferogen,hemogen,ketogen,levogen,renogen,senogen,vesogen
cefarex,cefavex,cefazex,cefevex,cefovex,ceftrex,cefudex,cefurex,cefutex,cefuvex
cefulab,cefulax,cefumac,cefumax,cefupak,cefurax,cefutam,cefutaz,cefuxal,cefuxan
ketohab,ketolac,ketoman,ketomax,ketonav,ketorac,ketoran,ketosan,ketoxam,ketozar
cefarex,ceftrex,cefudex,cefurax,cefured,cefurex,cefurox,cefutex,cefuvex
geoxime,kelxime,kepxime,medxime,newxime,penxime,seaxime,terxime,zenxime
hydrobet,hydroden,hydrodex,hydrofer,hydromel,hydropel,hydroper,hydrovex,hydrozen
ketocid,ketodix,ketofix,ketolit,ketomin,ketomix,ketotif,ketovid,ketoxil
ketodol,ketojos,ketolon,ketonob,ketonol,ketonov,ketotop,ketoxol,ketozol
lavoxin,lefoxin,levocin,levofin,levorin,levotin,levoxid,levoxin,levoxina
parabam,parajaz,paramax,paranat,parasan,paratam,paraway,paraxam,parazar
paradex,parafer,paragen,parajen,paralex,paramed,paraver,parazel,parazen
tazobet,tazodec,tazofed,tazogen,tazoget,tazonex,tazopen,tazovee,tazovex
astagen,bitagen,butagen,catagen,cutagen,optagen,sitagen,vitagen
cefaden,cefagen,cefazen,cefegen,cefiden,cefigen,cefogen,cefuzen
cefudex,cefulax,cefumax,cefurax,cefurex,cefurox,cefutex,cefuvex
ciprobay,ciprojaz,ciprolax,cipromar,cipromax,cipronat,ciprosan,ciprotam
ketobet,ketoden,ketogen,ketolex,ketomed,ketonep,ketorex,ketovex
ketoden,ketogen,ketojun,ketolon,ketoman,ketomin,ketoran,ketosan
levobet,levocec,levocer,levogen,levomed,levomef,levores,levoxel
levocin,levocit,levofin,levorin,levoriz,levotin,levoxid,levoxin
acetadol,betadol,cetadol,cetamol,cetodol,cetradol,ketadol
aeprazole,esprazole,geoprazole,giprazole,goprazole,peprazole,zeprazole
aeprazole,esprazole,giprazole,goprazole,peprazole,viprazole,zeprazole
aeprazole,mepazole,meprazol,omeprazole,peprazole,qmeprazole,zeprazole
aviclav,axiclav,haiclav,mabiclav,paxiclav,raniclav,rapiclav
axiclav,coxiclav,goxiclav,paxiclav,roxiclav,vexiclav,voxiclav
betadol,betasol,cetadol,cetamol,ketadol,ketarol,retazol
cefaden,cefagen,cefamed,cefarex,cefavex,cefazen,cefazex
cefagen,cefegen,cefigen,cefogen,mefegen,sef3gen,zefegen
cefamed,cefdomed,cefpomed,ceframed,cefrimed,ceftamed,cefumed
cefarex,ceftrex,ceftrix,ceftrox,cefurax,cefurex,cefurox
cefazex,cefudex,cefurex,cefutex,cefuvex,cefuzel,cefuzen
cefotax,cefulax,cefumax,cefurax,cefutam,cefutaz,cefutex
cefuhil,cefumin,cefuvic,cefuvil,cefuvin,cefuxil,cefuxim
fadzole,haizole,jaczole,marzole,maxzole,panzole,ranzole
folicel,folifer,foligen,foliget,folijen,folimed,folimer
furoden,furogem,furogen,furomed,furonex,furoxen,furozep
ketodix,ketofix,ketolex,ketomax,ketomix,ketorex,ketovex
lavoxin,levocin,levofin,levorin,levotin,levoxin,lovorin
levocin,levofin,levorin,levoriz,levotin,levoxin,lovorin
muconil,mucopid,mucoriz,mucosil,mucosin,mucotil,mucovin
neurobe,neurofed,neurokem,neurolem,neurolev,neuromed,neuromet
neurobiz,neurocil,neurolin,neurolit,neuroliz,neurovit,neuroxin
nicarden,nicardin,nicargen,nicarpin,nicarsin,nicarson,nicarvin
aerolac,dyrolac,eurolac,marolac,sorolac,zirolac
philtam,philvan
philvan,philvasc
phosmax,profmax
phosphomax,phospomar
physicxime,physicxone
phytomen,pytogen
pibitor,pitator
pidogrel,tridogrel
pilldipine,pillrizine
pillxacin,pillxamic
pimax,primax
pioglon,proglin
piotaz,piptaz
piotaz,pizotaz
piperax,pipernix
piperax,pipertaz
piptam,piptaz
pipzomax,pitzomac
piracil,viraxil
piritan,pyritas
pisamor,pitator
pitator,pitztar
pitzomac,pizobac
pizobac,pizotaz
pizobac,prazobac
pizotaz,tazotaz
planicid,platicin
planicid,ranicid
plasid,plasil
plasil,plazol
platecil,platicin
platicin,plaxitin
platihex,platinox
platihex,platixel
platihex,plavihex
platin,plaxin
platixel,platixon
plaxatin,plaxitin
plaxime,plaxone
plaxitin,seaxitin
plazol,plezol
plemalis,plemasin
plemasin,premarin
pletaal,pletaxol
pneumosil,pneumosolv
pneumosil,pneumotyl
poglavit,rolavit
polynerv,solnerv
ponstan,prestan
pontein,potecin
popicin,potecin
porazole,vorzole
potecin,protemin
povide,povidex
povidex,povigen
povigen,privigen
povin,povix
povistat,rovista
povix,rovix
powermint,powervit
pracimed,urcimed
pradaxa,prolaxa
pranol,prinol
pranolol,pratozol
prasenz,predsenz
prasenz,triasenz
prasenz,unasenz
pratozol,protozole
praxid,prazic
praziem,profiem
prazimac,prazobac
prazlax,prazolex
prazlax,prozelax
prazolife,tazolife
prazome,prosome
prazome,razomed
prebasit,pregavit
precedex,pregadex
predbiz,predhil
predbiz,prednaz
predcare,predmore
predcare,predsar
predisyr,predsar
predixone,predzone
predmet,pregmed
predmore,predzone
prednecort,prednicort
predsan,predsenz
predsan,prestan
predzone,presone
pregab,pregav
pregalife,pregasafe
pregard,pregmed
pregmed,propmed
prelat,prenat
prelat,prolat
prenaxon,trenaxin
presone,prosome
presone,sprasone
priadix,priorix
priadix,trianix
priligy,primigyn
primadol,primofol
primadol,promadol
primadol,trimaxol
primax,primex
primax,trimax
primear,primesal
primear,trimezar
primerazole,promeprazole
primex,trimex
primigyn,privigen
primol,prinol
primudine,primuxime
privan,trivan
probelin,proglin
probloc,propbloc
prodipine,varodipine
profalexin,roflexin
profaril,profenil
profen,proxen
profenil,rofunil
profilox,proviflox
profmax,protemax
profocent,profogen
profogen,prokolen
profoly,qprofol
profostar,prolostan
profure,profurex
progefil,progesic
proglin,propain
progliptin,tragliptin
prolaxa,provana
prolia,prolix
promadol,providol
promeddazole,promeprazole
promeprazole,trumeprazole
prometasol,propetason
prometil,prometin
prometin,provestin
promizole,protozole
pronas,provas
pronerv,pronorm
pronerv,provera
pronerv,provinerv
pronorm,urinorm
propain,tropair
propmed,ropimed
propmed,tripmed
proscopan,prospan
prosec,protec
prosmide,rosemide
prostacap,prostacin
prostacap,provitacap
prostaflow,prostoflow
prostam,protam
prostarex,prostaron
prostera,provera
prostriaz,prostride
protec,protecz
protemax,protemin
protemax,prozelax
protozole,tropozole
provana,provasc
provana,provera
provas,provasc
provasc,trivasc
proviclav,roxiclav
provitazee,revitazee
proxen,proxin
proxen,proxxen
prozalac,prozelax
prozin,trozin
psycopin,psycosin
pulmocaz,pulmonac
pulmohex,pulmoped
purifol,rubifol
purogen,pytogen
puroxan,varoxan
pusogard,ursogard
pyredol,pyrekon
pyredol,seredol
pyrex,zyrex
pytogen,zytogem
pzbactam,sybactam
pzbactam,tazbactam
qinolon,tenolon
quadxiclav,qualiclav
qualcet,qualicef
qualicef,qualizef
quinolev,quizole
quinozole,quizole
qurphen,surphen
qursocare,ursocare
rabamycin,retamycin
rabecid,rabemed
rabecid,robecim
rabegen,rabemed
rabem,raben
rabem,raxem
rabemed,razomed
rabemed,rocemed
rabesta,robestar
rabicor,ranicort
racedol,racedril
racedol,rapidol
racedril,racetril
racedril,remedril
racef,racep
racelax,rapelex
racelax,tramelax
racetol,racetril
racetol,rasitol
rafor,rafur
ramal,ramol
ramal,tramal
ramavit,raphvit
ramavit,rolavit
ramavit,tramavic
ramec,ranex
ramec,rasec
ramgesic,rongesic
ramide,raxide
ramipro,trampro
ramitob,rasitol
ramol,tamol
ramtrex,tamtrix
rancit,sancit
ranesan,transan
ranex,ranexa
ranex,tranex
ranexid,tranexid
ranical,ranicid
ranical,raniclav
ranical,xenical
ranicid,ranivic
ranicid,rapicis
ranicort,rapifort
ranicort,unicort
ranipen,tramipen
raniphar,raniphil
ranirex,rynorex
ranirex,venirex
ranitein,ranitemp
ranivic,zanovic
rapcodyl,rexcodyl
rapcodyl,saphcodyl
raphibon,rapidon
raphiodine,saphiodine
rapicis,rapirus
rapidol,rapizole
rapidon,saridon
rapifort,rapzifor
rapizole,regizole
rapizole,tapazole
raplexin,roflexin
ravitam,razytam
ravixol,zovixol
raxem,raxum
raxem,tazem
razine,rizine
razogen,razomed
reax,retax
recaine,resaire
recox,refix
recox,ricox
recox,vecox
redacid,retacid
redacid,rodazid
reducel,redugal
refix,zefix
regabalin,retabaline
regifer,regifix
regifix,regivit
regifix,vesifix
regimol,regison
regisev,regison
regivell,sergivell
regivit,robivit
regixime,regizine
regixime,retaxime
regixime,rogexime
regizine,regizole
regizole,retazole
relenza,reventa
reliefas,relifast
relifast,religrast
relifast,telfast
relifer,reliferon
relizol,retazol
remasta,retastat
remedia,remedril
remedlor,remedon
remedon,residon
remedon,romeron
remedril,rimepril
remifemin,remifen
remifen,rexofen
remifen,zetifen
remucof,repicof
renabal,renoxal
renoket,rotoket
renotrin,senorin
rentrol,septrol
rentrol,ventryl
reone,rexone
reopraz,retapraz
reparil,zepdril
repicof,revicon
repicof,zeticof
resaire,restime
resflox,resolor
residon,residron
residron,revitron
resincal,respinal
respinal,respixl
respinal,resposal
respiro,rezpira
retabion,retabloc
retabloc,rezebloc
retaclav,retacloz
retacnyl,retanyx
retacox2,retacoxib
retactrim,retatrime
retaglim,retaglimet
retaglimet,staglimet
retalac,rexulac
retamide,retaxime
retamxcin,retamycin
retanapril,retapril
retanix,retanyx
retanix,reytanic
retanix,rotarix
retanyst,retanyx
retapenem,seapenem
retaplav,retapraz
retapril,verapril
retasar,retasul
retatrime,retaxime
retavent,retazet
retaxime,retaxone
retazar,rhetizar
retazet,retazith
retazidime,retazidine
retazidime,tazidime
retazol,retazole
retazole,zertazole
retracef,setacef
retracef,terracef
reventa,rozenta
revicon,revitron
revitacee,revitazee
revitazee,vitazee
rexamide,vexamine
rexilan,rexulac
rexilan,roxipan
rexulac,rexulti
rezotam,sezolam
rheuflam,rheuflex
rhinil,rhinol
rhinodec,rhinofen
ridocof,ritocom
rifamox,rifasol
rifamox,vigamox
rifazid,riniazid
rifazid,rivazin
rifazid,rodazid
rifeclav,rifelac
rifoxane,rifoxyn
rimaped,romapen
rinecol,risefol
rinecol,rovecol
rinozine,vinodine
riprocin,rytrocin
risfar,rostar
risgen,rispen
risgen,rosgen
rispemed,rispemind
risperdal,rispermax
rispond,risponz
ristac,rostad
ritalin,ritusin
ritalin,rivazin
ritegesic,vitagesic
rivaban,rivazin
rivaromed,rivaxored
rivazin,xigazin
rivida,rivoxa
rizin,rizine
rizine,trizine
robestar,rocustar
robicarb,roybicarb
robimep,robisef
robimep,ropimed
robivit,rodicit
rocaine,rosamine
rocaine,rovacaine
rocaldin,rovalpin
rocef,zocef
rociem,roxiem
rocimus,roximuf
rocunova,roxinova
rocustar,rocutam
rocustar,rosustat
rodazid,roxavid
roflexin,roflexyn
rolavit,roxavid
romapen,romepen
romapen,sumapen
romepen,romeron
ronpibac,topibac
ropen,rosen
rosalfen,rosufen
rosan,rosen
rosan,rostan
rosen,rosgen
rostar,roztat
rostar,urostar
rosucare,rosucass
rosucare,rosucura
rosucol,rovecol
rosudex,rosufen
rotarix,roxurix
rotelol,rovecol
rovalpin,rovastin
rovastin,rovatim
rovista,rovita
roxicam,roxicef
roxicam,roxiclav
roxicam,roxipan
roxicef,roximuf
roxipan,rozitan
rozuor,rozutor
ruxim,truxim
rylin,tylin
rynorex,zynodex
salbrosin,salbussin
salbucam,salbucass
salbugen,salmogen
salbumin,salbussin
salbunova,salbunox
salbunova,sulbanova
salbunox,salbusol
salbusaph,salbuseth
salbuvan,salusan
salinase,salinate
salmate,salmuto
salmate,salrite
salmed,salumed
salmetide,salmetin
salmetin,salventin
salrite,sylvite
saltaz,saptaz
saltrol,santron
saltrol,septrol
salusan,valugan
salventin,silvertin
salveo,salvex
salvex,silvex
sambactam,sybactam
sambactam,tazbactam
sancox,sanzox
sandine,sildine
sandine,stardine
sanomed,sanovee
sanomed,sevomed
sanomed,vancomed
sanovee,tazovee
sanoxime,stanxime
sanpara,stalpara
santecef,santecet
santezon,santron
santon,santron
santron,savetron
sanxib,stanxib
sapflur,saphflu
saphcee,saphxel
saphdecon,saphdenos
saphdecon,sapheron
saphdecon,saphmicon
saphdramine,saphenamine
saphdryte,saphlyte
saphdryte,saphtrate
saphezine,saphzine
saphlipids,saphlopid
saphlocid,saphtacid
saphlozin,saphnoxin
saphmirate,saphtrate
saphnelo,saphxel
sapholic,saphrolac
saphridarone,saphridone
saphridone,saphvidone
saphril,saphxel
saphrin,suporin
saphrinox,saphrivax
saphtinib,saphtinoin
saphtinib,saphtivit
saphzimet,saphzine
saridon,serixon
saridon,toridon
sartan,saztan
sartan,ysartan
savephrine,sephrine
scheepril,scheeprin
searosu,zenrosu
seaxime,sefpime
seaxime,stanxime
seaxitin,zeuxitin
sedafin,sedafol
sedafol,sevafor
sedalin,sepalon
sedalin,servalin
sedazine,somazine
sefepim,sefpime
sefoxib,semoxil
sefpime,sepime
seif,snif
selamer,telamed
selergy,sylergy
senogen,senorin
senogen,synigen
senorin,tenormin
sensocain,sensorcaine
sensodex,sensomox
sensodex,synvodex
sensoflox,sensomox
sepalon,zepaclon
sephrine,suprine
sepime,supime
seredol,zerodol
seregra,serendra
seregra,vertegra
serenata,serendra
serixon,seroxyn
serixon,setrion
serixon,sitixon
serixon,striaxon
serlev,terlev
seroxat,seroxyn
servcef,setacef
servcef,surecef
severin,severqo
sevo,zefo
sevoflex,sevollen
sevofran,sevorane
sevomed,sevomond
shafurox,syfurox
shegrel,skygrel
sherine,sherizine
sherine,suprine
sherizine,sitrizine
shincef,stancef
shintamet,sitamet
siagra,siagran
siagra,viagra
siagran,silgram
siderfol,siverol
sifrol,sucrol
sildegra,sildora
sildiaz,sildine
sildora,tildopa
silfavex,sulfadex
silkron,silybon
silvertin,silvirin
simet,xomet
simvastatin,simvastin
simvastin,simvasyn
sinedin,sinudrin
sinedin,sitadin
sinucare,sinucass
sinudex,sinumed
sinudex,ziludex
sinulif,sinuzip
sinuphil,sitaphil
sinuplus,sitaplus
sinusaph,sinustap
sinustan,sinustap
sinuvent,soluvent
sioflox,sitiflox
sitadin,soladin
sitadin,stadin
sitaglimin,sitaglizen
sitaglinex,sitaglizen
sitamet,sitampex
sitamet,stagmet
sitiaxone,sytriaxone
sitiaxone,unitiaxone
sitiaxone,viriaxone
sitidol,vitadol
sitiflam,sitiflox
sitiformin,zitformin
sitimax,vitamax
sitipraz,sunipraz
sitirose,sitisone
sitirose,vitarose
sitisone,sitizine
sitixime,sufixime
sitizine,sitrizine
skinall,skindal
slimgen,slimtea
slimgen,soligen
sobromer,sybromex
sodicarb,stricarb
sodiko,sodiqo
sodrogen,soprozen
sofinox,tocinox
soladin,sulidin
solazol,strazol
solben,zolgen
solbina,solifina
solbina,solzinc
solbina,zolvina
solbriz,sulbrim
solif,zolid
solifen,solifina
solifen,sublifen
soligen,synigen
solucent,soluvent
soluvent,voluven
solvamin,solvamox
solvamin,sultamin
somazine,sorzine
somex,ximex
soprozen,syproxen
spamex,spamox
spasdon,spastop
spasmocin,spasmoline
spectra,spectrax
spedra,speeda
spilogen,spiroden
spinofar,spirofar
spiroden,spirolin
staglimet,stagmet
staldol,standol
stalpara,stelara
standol,tandol
stanxib,stanxime
starcef,starcox
starcef,starlev
starclav,starlev
stator,strator
stericort,tricort
sterizol,strazol
sterizol,terizole
strator,strazol
stravas,toravas
stravix,travixa
stravix,ustavix
stravix,xtravit
strazol,strumazol
stricarb,strirab
strobon,strozin
sublimax,sublimaze
succimed,urcimed
sucrosaph,urosaph
sucrostar,urostar
sudomas,zudonas
sufixime,unixime
sugadeel,sugadex
sugadex,sulfadex
sugadex,syguadex
sugamacen,sugamaget
sugamba,sugamex
sulbacin,sultamin
sulbacin,sulvacil
sulbazon,suprazon
sulfachem,sulfakrem
sulmax,supmac
sultamin,sultralin
sunipraz,unipraz
supermint,supramint
suplenex,suprinex
suporin,suprine
supragab,supratab
supramox,supranx
supramox,suprazon
supraznc,suprazon
suprazon,suprezol
surgistat,surixtat
sustachlor,vistachlor
syclopid,syclovir
sycor,xycod
sycor,zydor
sydencin,wudencin
sydencol,sydenzole
syfurox,symulox
symden,symdenx
syneuron,vineuron
synproxin,syproxen
synthocin,synthopen
synvodex,zynodex
syproxen,syropen
systocor,vytocor
tacrohab,tacromax
tafnext,tranext
talafil,tazadil
tambutol,tamdutor
tambutol,trabutol
tamicil,tamirit
tamin,tamina
tamin,tazin
tamirit,tamtrix
tamlo,tamol
tamoxiion,tamoxilon
tamplus,tdlplus
tamsolin,tamsudin
tamsudas,tamsudin
tamsudin,tamsuzen
tamsukem,tamsuzen
tamsunav,tamsusave
tapimycin,trimycin
tarnax,tarnex
tazem,tazim
tazicef,tazicon
tazicon,tazidyn
tazicon,valicon
tazidem,tazidime
tazidem,tazidyn
tazidem,tazodec
tazidine,tazidyn
tazocare,tazosar
tazocilin,tazocin
tazocure,triocure
tazoget,temoget
tazolife,tazolitt
tazolife,tazorife
tazopen,tazopro
tazoprac,tazopro
tazpiracil,tazracil
teagen,teragen
technodap,technozar
telamed,triamed
telatraz,terapraz
telfast,telkazt
telfast,telvost
telgio,telgip
telman,teltan
telmigen,termagen
telmilife,telmitime
telmiphil,telmipin
telmiphil,terbiphil
telmisar,telmizart
telmisar,zermisar
telsicare,vesicare
temozol,trimozol
tempaid,tempmed
tempmed,tripmed
tenemax,tenemed
tenemax,theremax
tenglyn,tenolon
tenoliv,tenolon
tenormin,tezomin
teradox,tieradix
teragen,teralev
teralev,terlev
teramol,teramoxyl
teramol,tetrapol
terasin,terozin
terbifin,terbivid
terclovir,tobclovir
tergecef,terracef
tergecef,threcef
tergecef,zegecef
terozin,tezomin
terracef,terracid
terracef,triacef
terracid,tobracid
texim,toxim
tezomin,tezoxil
tgflox,tiflox
tgxime,tgxone
theracaf,theracim
theracaf,theraclav
thinphil,triophil
thixanase,ticanase
throvix,thyrofix
thymexin,trymerin
thyrofix,thyroxil
ticaalor,tigralor
tidomet,vilomet
tigecare,timocare
tigecid,tigeclin
tigecid,vigocid
tildopa,twindopa
timibest,tribest
timocare,timovate
timoptol,timostal
timoptol,trimotol
timostal,trimostat
tinactin,tolnactin
tiradol,vitadol
tiramas,toravas
tirifex,trifex
toben,tofen
tobracare,tobracor
tobracare,tobrasafe
tobracid,tobracor
tobracor,tobrago
tobradex,tobramet
tobrago,tobraxa
tobrasafe,tobrasaph
topamax,triamax
topibac,totilac
topiclo,zodiclo
topneuter,topneutor
toprasenz,torosenz
toravas,torotas
trabutol,tracutil
tracel,tracen
tracemol,tramexol
tracid,tramid
tracsiban,tractoban
tradolan,tradomal
tral,trap
tral,ural
tramadex,trimedex
tramadin,trimedin
tramafar,tramazac
tramal,traman
tramal,tramxl
traman,tramon
traman,traxan
tramavic,tramazac
tramavic,tranamic
tramazac,tramaze
tramaze,tramcare
tramed,tramid
tramed,tranex
tramexol,trimaxol
tramid,tramide
tramid,tramir
tramid,tranix
tramklor,tramkor
tranamic,tranexamic
tranamic,trenzamic
tranesaph,tranexsaph
tranesaph,trinosaph
tranesave,tranexare
tranex,tranext
tranex,tranez
tranex,tranix
tranex,trunex
tranexagen,tranexamin
tranexagen,tranexare
tranexam,tranexare
tranexare,tranexfree
tranexid,tranexmed
tranexid,trenaxid
tranexmed,tranmed
tranez,tranz
tranhil,tranzil
tranix,trianix
transan,trantran
transtec,transtero
tranxene,tromxene
trapeel,traphen
traphen,tripgen
trefoxin,trenaxin
trenaxid,trenaxin
trenaxin,triaxin
tretinoin,tretinon
trexasaph,triasaph
trexglo,trexiglob
trexil,trexin
triagen,triasenz
trialoc,triasop
trialoc,trigalow
trialoc,triplec
triamax,triamed
triamax,trianix
triamax,trimax
triasaph,triasop
triaxcef,triaxsea
tribac,tribact
tribac,trilac
tribacef,tribact
tribact,tribest
tribact,twinact
trichek,trixchel
trichogen,trichogyl
trichogen,trizogen
triclav,triclir
triclav,triolev
triclav,truclav
tricomb,tricort
triconex,tritone
tricor,tricort
tricort,trimacort
triden,tridep
triderm,triserv
trifam,trifar
trifam,trivan
trifex,trimex
trifixime,trixime
trigel,trigil
trihemic,trizeric
trilac,trilam
trimax,trimex
trimecass,trimevasc
trimedex,trimulex
trimedin,trimycin
trimedin,trymerin
trimestat,trimostat
trimetaz,trimtazz
trimetaz,ximetaz
trimevasc,trivasc
trimex,trunex
trimezar,trimezen
trinsetron,troysetron
triocure,uricure
triolev,triplec
triolev,trizole
triqox,trivox
tritab,tritam
tritam,uritam
trivasc,truvast
trivox,trucox
trixcef,trixchel
trixime,truxima
trixsuer,trixsur
trizogen,trizole
trizon,trozin
tropair,tropsiv
tropican,tropicee
tropin,trozin
trucox,trufix
truxim,truxima
tygepol,tylenol
ulcerex,ulcerix
ultracor,ultramol
ultrafast,ultravist
ultramax,ultramol
unibet,uniket
uniclox,uniflox
uniflox,uriflow
unigan,univan
unigan,unogab
uniket,unomet
unixime,unixone
unofix,urofix
urcia,urcid
urece,urecef
urica,urixa
uricalev,uricare
uricare,ursocare
urisam,uritam
ursocare,ursogard
ursogen,vesogen
ursolec,ursultec
ursomax,ursosan
ursosan,usosan
vaclopsiv,vapclosiv
vagacyte,valcyte
vagacyte,valgancyte
vagilin,vasitin
valatan,valstat
valatan,valugan
valatan,xalatan
valcore,valcyte
valcore,vercore
valdorin,valdoxan
valdoxan,varoxan
valianz,zaliana
valicon,vamicyn
valicon,vasocon
valopram,valsaram
valprex,valpros
valprex,valtrex
valstat,vamstat
valtam,vantam
valtir,valtor
valtir,veltir
valugan,volugen
vamox,viamox
vamstat,vomistat
vancin,vancyn
vancocent,vancocyn
vancocym,vancokem
vancokem,vancokin
vancomarc,vancomax
vancomax,vancosan
vantam,ventam
varoxa,varoxan
varoxan,xaroban
vascor,vasocor
vaselon,vasocon
vaselon,vivelon
vasitin,vasotwin
vasocon,vastacon
vasocor,vytocor
vasotas,vasotec
vasotec,vesetec
vastacon,vastator
vastacon,vistacom
vatacil,vitacal
vecox,venox
vefarol,zefarox
velacom,xalacom
velon,vexon
venacare,zinacare
venacure,vercure
venis,venox
venocare,venocass
venrose,zenrosu
vent,vert
ventacort,ventact
ventam,ventar
ventam,vertam
ventar,vestar
ventek,zentek
ventera,vertegra
ventera,xenteri
ventera,zentara
ventolax,ventolin
ventolin,vincolin
ventress,ventrex
ventress,ventuss
ventrex,ventryl
verahit,verapix
verapix,verapril
vergimine,vertigine
vertamin,vertisin
vertex,virtex
vertigine,vertisin
vesicare,visiocare
vesogen,vigogen
vestar,westar
vexamine,voxamine
vexil,voxil
viacef,vitacef
viamox,vigamox
viamox,vinmox
viatrex,vistrep
vicaxone,viriaxone
vicolax,wincolax
vidime,zidime
vigadexa,vitadex
vigogen,vitagen
vilaptin,vitatin
vildamet,vildatec
vildamet,vilomet
vildatec,zilatec
vildaxil,viraxil
vincolin,vinobin
vineuron,viteron
vinlon,zinlon
vinobin,vinodine
vinodine,visoline
viptriaxone,viriaxone
virex,virtex
virlix,vizlix
vispocaf,vispocef
vispocaf,vispoclav
vispomycin,vistromycin
vistacom,vistamox
vistacom,vitacod
vistaflam,vistaflox
vistaflox,vistamox
vistamox,vistramol
vitablod,vitacod
vitacod,vitacore
vitacore,vitarose
vitadex,vitadol
vitadex,vitamax
vitagen,vitgen
vitamace,vitamax
vitarap,vitares
vitares,vitarose
vitazee,vitazol
vitazee,vitzee
viteron,vivelon
vocozole,vorzole
vometa,zometa
vomistat,vomistop
vorix,voriz
voxib,voxil
wadine,xadine
westa,westar
wincolax,winolap
xalacom,xalanol
xalatrex,xefatrex
xalvos,zalvos
xanor,xantor
xantor,xentor
xelafos,xelares
xelavir,xelevia
xenal,xensal
xenista,xinisia
xglip,xiglip
xiax,ziac
xiflox,xifox
ximebac,ximetaz
ximex,ximvex
ximex,zinex
ximvast,zimvast
xinatrene,zintrene
xipro,xiprox
xipro,xitro
xiprox,ziprox
xolcetam,xolvecetam
xolnic,xoltic
xomet,xonet
xyfol,zydol
xylocaine,xylocare
xylocare,xymecare
xylomid,xylotin
xylotin,xyotin
zadec,zafex
zalimed,zefimed
zanovic,zenovia
zarocin,zirocino
zealor,zeflor
zebesar,zolesar
zebzine,zerzime
zefamax,zynamax
zefarox,zeferom
zefcid,zeffix
zefillin,zusillin
zefir,zefix
zefral,zefrax
zefral,zeftral
zeftral,zestril
zegecef,zekucef
zelan,zelin
zelin,zepim
zemep,zomep
zenovia,zenoxim
zenoxim,zenxime
zenstra,zentara
zenstra,zestra
zentek,zentro
zentrocin,zetrocyn
zenuine,zenxime
zenxime,zexime
zenxime,zinaxime
zepdril,zeporin
zepdril,zestril
zepim,zepime
zepime,zexime
zeprazole,zertazole
zeptadone,zetadone
zeptagen,zeptrigen
zeptriagem,zeptrigen
zerone,zeronem
zerridone,zerrilose
zetrimed,zetrine
ziac,zinc
zidicef,zinacef
zidicef,zolicef
zidolam,zirolac
zilden,zoldem
ziludex,zoladex
zimafen,zinafer
zinacef,zinafer
zinafer,zirofer
zinbee,zincee
zinc,zinck
zincap,zindal
zincare,zinfate
zincavit,zinceevit
zincee,zincet
zincet,zinmet
zincomin,zipromin
zinex,zinox
zinex,zobex
ziprin,zitrin
zipropol,ziproxyl
ziproxin,ziproxyl
ziproxin,zithroxin
zitamet,zitamol
zithmac,zithran
zithmycin,zithrocin
zithroace,zithrovee
zithrol,zithrolab
zithrolab,zithromax
zithromax,zithrox
zithrorich,zithrotech
zithrorich,zithrovic
zithrovee,zithrovic
zithrox,zithroxin
zobid,zolid
zobrixol,zovixol
zocor,zocort
zoldem,zolpem
zoldrocid,zoldromed
zolebend,zolemed
zolechem,zolichek
zoled,zolev
zoled,zolid
zoled,zolmed
zoledra,zoleduo
zoledra,zolentra
zolemed,zolmed
zolemep,zolexemp
zolesar,zolnevar
zolesar,zoresan
zolev,zolevi
zolfree,zoloren
zolgen,zoligen
zolicef,zolichek
zolmed,zolnex
zolodin,zolonic
zolodin,zoloren
zolodin,zylotin
zoloral,zoloren
zondrax,zovirax
zopil,zopip
zopracil,zopralix
zyclor,zyklor
zydip,zydol
zydol,zydor
zyhex,zyrex
zylotin,zylovir
zymar,zymax
zymax,zyvax
zyrex,zytrex
zystal,zystam
zytodex,zytogem
zyvax,zyvox
